year,bnf_code,bnf_name,atc_code,cat,type,total_items
2017,0302000C0AABHBH,Beclometasone 100mcg/dose breath actuated inhaler CFC free,R03BA01,ICS,MDI,18845
2017,0301040X0AAAAAA,Tiotropium brom 2.5microg/Olodaterol 2.5microg/dose soln&dev,R03AL06,Combi_2,SMI,18787
2020,0302000N0BBBABC,Flixotide 250micrograms/dose Evohaler,R03BA05,ICS,MDI,18744
2019,0302000N0BBASAS,Flixotide 100micrograms/dose Accuhaler,R03BA05,ICS,DPI,18733
2017,0301011X0AAAAAA,Indacaterol 150microgram inhalation pdr caps with device,R03AC18,LABA,DPI,18730
2018,0301011E0BCABAC,Oxis 12 Turbohaler,R03AC13,LABA,DPI,18699
2020,0302000K0AABBBB,Budesonide 200microg / Formoterol 6microg/dose inh CFC free,R03AK07,Combi_1,MDI,18674
2024,0302000K0BBAIAH,Pulmicort 400 Turbohaler,R03BA02,ICS,DPI,18502
2017,0302000N0BBBBBH,Flixotide 50micrograms/dose Evohaler,R03BA05,ICS,MDI,18456
2022,0301040AABBAAAA,Bevespi Aerosphere 7.2microg / 5microg/dose pressurised inh,R03AL07,Combi_2,MDI,18374
2018,0302000N0BBAYBA,Flixotide 125micrograms/dose Evohaler,R03BA05,ICS,MDI,18357
2023,0301020S0AAAAAA,Glycopyrronium bromide 55microg inhalation pdr caps with dev,R03BB06,Anticholinergic,DPI,18340
2022,0302000V0AAAAAA,Fluticasone furoate 184microg/Vilanterol 22microg/dose,R03AK10,Combi_1,DPI,18299
2019,0302000C0AACACA,Beclometasone 200microg/Formoterol 6microg/dose dry pdr inh,R03AK08,Combi_1,DPI,18260
2022,0301011U0AAAEAE,Salmeterol 50micrograms/dose dry powder inhaler,R03AC12,LABA,DPI,18249
2023,0302000N0AAAXAX,Fluticasone propionate 100microg/Salmeterol 50microg/dose,R03AK06,Combi_1,DPI,18222
2024,0302000C0BJACBG,Qvar 50 Autohaler,R03BA01,ICS,MDI,18210
2021,0301011U0BBAEAE,Serevent 50micrograms/dose Accuhaler,R03AC12,LABA,DPI,18206
2018,0302000N0BHAAAZ,Aerivio Spiromax 50microg / 500microg/dose dry pdr inh,R03AK06,Combi_1,DPI,18196
2021,0302000N0AABLBL,Fluticasone 50microg / Formoterol 5microg/dose inh CFC free,R03AK11,Combi_1,MDI,18195
2019,0302000K0AABBBB,Budesonide 200microg / Formoterol 6microg/dose inh CFC free,R03AK07,Combi_1,MDI,18126
2019,0302000K0AAAKAK,Budesonide 100micrograms/dose dry powder inhaler,R03BA02,ICS,DPI,17866
2021,0301011U0BGAAAH,Soltel 25micrograms/dose inhaler CFC free,R03AC12,LABA,MDI,17853
2018,0302000K0AABBBB,Budesonide 200microg / Formoterol 6microg/dose inh CFC free,R03AK07,Combi_1,MDI,17801
2023,0301040X0AAAAAA,Tiotropium brom 2.5microg/Olodaterol 2.5microg/dose soln&dev,R03AL06,Combi_2,SMI,17751
2021,0301011R0AABZBZ,Salbutamol 100micrograms/dose dry powder inhaler,R03AC02,SABA,DPI,17733
2020,0301040Y0AAAAAA,Indacaterol 85microg/Glycopyrronium brom 54microg/dose,R03AL04,Combi_2,DPI,17703
2018,0302000N0BBASAS,Flixotide 100micrograms/dose Accuhaler,R03BA05,ICS,DPI,17626
2018,0301011E0AAACAC,Formoterol 12micrograms/dose dry powder inhaler,R03AC13,LABA,DPI,17600
2019,0302000N0BBBABC,Flixotide 250micrograms/dose Evohaler,R03BA05,ICS,MDI,17554
2018,0302000N0BBBABC,Flixotide 250micrograms/dose Evohaler,R03BA05,ICS,MDI,17545
2023,0301020R0AAAAAA,Aclidinium bromide 375micrograms/dose dry powder inhaler,R03BB05,Anticholinergic,DPI,17433
2021,0302000N0BBBABC,Flixotide 250micrograms/dose Evohaler,R03BA05,ICS,MDI,17419
2018,0302000K0BGABAG,Easyhaler Budesonide 200micrograms/dose dry powder inhaler,R03BA02,ICS,DPI,17365
2019,0302000N0AAASAS,Fluticasone propionate 100micrograms/dose dry powder inhaler,R03BA05,ICS,DPI,17326
2017,0302000N0BBASAS,Flixotide 100micrograms/dose Accuhaler,R03BA05,ICS,DPI,17316
2025,0302000N0BBASAS,Flixotide 100micrograms/dose Accuhaler,R03BA05,ICS,DPI,17265
2025,0302000N0BGAAAZ,AirFluSal Forspiro 50microg / 500microg/dose dry pdr inh,R03AK06,Combi_1,DPI,17123
2020,0302000K0AAAKAK,Budesonide 100micrograms/dose dry powder inhaler,R03BA02,ICS,DPI,17040
2025,0302000V0AAABAB,Fluticasone furoate 92microg/Vilanterol 22microg/dose,R03AK10,Combi_1,DPI,17029
2019,0302000N0BLAABE,Combisal 25micrograms/dose / 50micrograms/dose inhaler,R03AK06,Combi_1,MDI,16905
2025,0302000N0BBAYBA,Flixotide 125micrograms/dose Evohaler,R03BA05,ICS,MDI,16723
2022,0301011U0BBAEAE,Serevent 50micrograms/dose Accuhaler,R03AC12,LABA,DPI,16705
2022,0302000N0BBBABC,Flixotide 250micrograms/dose Evohaler,R03BA05,ICS,MDI,16636
2016,0302000N0BBASAS,Flixotide 100micrograms/dose Accuhaler,R03BA05,ICS,DPI,16621
2021,0302000K0AABBBB,Budesonide 200microg / Formoterol 6microg/dose inh CFC free,R03AK07,Combi_1,MDI,16582
2019,0301011E0BCABAC,Oxis 12 Turbohaler,R03AC13,LABA,DPI,16476
2017,0302000N0BBBABC,Flixotide 250micrograms/dose Evohaler,R03BA05,ICS,MDI,16375
2023,0302000V0AAAAAA,Fluticasone furoate 184microg/Vilanterol 22microg/dose,R03AK10,Combi_1,DPI,16308
2018,0302000C0AACACA,Beclometasone 200microg/Formoterol 6microg/dose dry pdr inh,R03AK08,Combi_1,DPI,16274
2020,0301011R0AABZBZ,Salbutamol 100micrograms/dose dry powder inhaler,R03AC02,SABA,DPI,16265
2020,0302000K0BIAAAU,Fobumix Easyhaler 320microg/dose / 9microg/dose dry pdr inh,R03AK07,Combi_1,DPI,16264
2017,0302000K0BGABAG,Easyhaler Budesonide 200micrograms/dose dry powder inhaler,R03BA02,ICS,DPI,16257
2019,0301040V0AAAAAA,Aclidinium brom 396mcg/dose / Formoterol 11.8mcg/dose DP inh,R03AL05,Combi_2,DPI,16247
2025,0302000C0AACACA,Beclometasone 200microg/Formoterol 6microg/dose dry pdr inh,R03AK08,Combi_1,DPI,16225
2017,0302000N0BBAYBA,Flixotide 125micrograms/dose Evohaler,R03BA05,ICS,MDI,16092
2025,0301011E0BEAAAC,Formoterol Easyhaler 12micrograms/dose dry powder inhaler,R03AC13,LABA,DPI,16083
2016,0302000N0BBBBBH,Flixotide 50micrograms/dose Evohaler,R03BA05,ICS,MDI,15958
2019,0302000K0AAAHAH,Budesonide 400micrograms/dose dry powder inhaler,R03BA02,ICS,DPI,15952
2016,0301040X0BBAAAA,Spiolto Respimat 2.5microg/dose/2.5microg/dose soln,R03AL06,Combi_2,SMI,15909
2021,0301011E0AAADAD,Formoterol 12micrograms/dose inhaler CFC free,R03AC13,LABA,MDI,15857
2020,0302000N0AAASAS,Fluticasone propionate 100micrograms/dose dry powder inhaler,R03BA05,ICS,DPI,15805
2016,0301040V0AAAAAA,Aclidinium brom 396mcg/dose / Formoterol 11.8mcg/dose DP inh,R03AL05,Combi_2,DPI,15700
2016,0302000N0BBBABC,Flixotide 250micrograms/dose Evohaler,R03BA05,ICS,MDI,15691
2023,0302000W0BBAAAA,Enerzair Breezhaler 114microg / 46microg / 136microg/dose,R03AL12,Combi_2,DPI,15683
2023,0302000N0BBBABC,Flixotide 250micrograms/dose Evohaler,R03BA05,ICS,MDI,15560
2017,0302000N0AAATAT,Fluticasone propionate 250micrograms/dose dry powder inhaler,R03BA05,ICS,DPI,15554
2024,0301040X0AAAAAA,Tiotropium brom 2.5microg/Olodaterol 2.5microg/dose soln&dev,R03AL06,Combi_2,SMI,15458
2023,0301020T0AAAAAA,Umeclidinium bromide 65micrograms/dose dry powder inhaler,R03BB07,Anticholinergic,DPI,15420
2024,0302000N0AAAXAX,Fluticasone propionate 100microg/Salmeterol 50microg/dose,R03AK06,Combi_1,DPI,15224
2021,0301040Y0AAAAAA,Indacaterol 85microg/Glycopyrronium brom 54microg/dose,R03AL04,Combi_2,DPI,15200
2025,0302000N0BGACBG,AirFluSal 25micrograms/dose / 250micrograms/dose inhaler,R03AK06,Combi_1,MDI,14998
2025,0302000K0AAAUAU,Budesonide 400mcg/dose /Formoterol 12mcg/dose dry powder inh,R03AK07,Combi_1,DPI,14990
2023,0301011U0BBAEAE,Serevent 50micrograms/dose Accuhaler,R03AC12,LABA,DPI,14972
2023,0302000K0AAAKAK,Budesonide 100micrograms/dose dry powder inhaler,R03BA02,ICS,DPI,14855
2016,0302000N0BGAAAZ,AirFluSal Forspiro 50microg / 500microg/dose dry pdr inh,R03AK06,Combi_1,DPI,14825
2023,0302000K0BDAEBC,Symbicort 100microg/dose / 3microg/dose pressurised inh,R03AK07,Combi_1,MDI,14819
2025,0302000N0AAAYAY,Fluticasone propionate 250microg/Salmeterol 50microg/dose,R03AK06,Combi_1,DPI,14738
2018,0302000C0AABHBH,Beclometasone 100mcg/dose breath actuated inhaler CFC free,R03BA01,ICS,MDI,14664
2019,0301011R0BMAAAP,Airomir 100micrograms/dose inhaler,R03AC02,SABA,MDI,14645
2022,0302000N0AABLBL,Fluticasone 50microg / Formoterol 5microg/dose inh CFC free,R03AK11,Combi_1,MDI,14627
2022,0302000K0AABBBB,Budesonide 200microg / Formoterol 6microg/dose inh CFC free,R03AK07,Combi_1,MDI,14580
2024,0302000V0AAAAAA,Fluticasone furoate 184microg/Vilanterol 22microg/dose,R03AK10,Combi_1,DPI,14575
2020,0301011E0BCABAC,Oxis 12 Turbohaler,R03AC13,LABA,DPI,14524
2016,0302000N0BBAYBA,Flixotide 125micrograms/dose Evohaler,R03BA05,ICS,MDI,14476
2025,0302000N0AABCBC,Fluticasone 250micrograms/dose inhaler CFC free,R03BA05,ICS,MDI,14457
2019,0302000C0BTACBF,Soprobec 100micrograms/dose inhaler,R03BA01,ICS,MDI,14445
2016,0301011R0AABZBZ,Salbutamol 100micrograms/dose dry powder inhaler,R03AC02,SABA,DPI,14372
2022,0302000K0AAAKAK,Budesonide 100micrograms/dose dry powder inhaler,R03BA02,ICS,DPI,14357
2023,0301011U0AAAEAE,Salmeterol 50micrograms/dose dry powder inhaler,R03AC12,LABA,DPI,14349
2021,0301011R0BMAAAP,Airomir 100micrograms/dose inhaler,R03AC02,SABA,MDI,14208
2019,0301011R0AABZBZ,Salbutamol 100micrograms/dose dry powder inhaler,R03AC02,SABA,DPI,14147
2022,0301011U0BGAAAH,Soltel 25micrograms/dose inhaler CFC free,R03AC12,LABA,MDI,14061
2025,0302000C0BYAABX,Proxor 100micrograms/dose / 6micrograms/dose inhaler,R03AK08,Combi_1,MDI,14056
2020,0301011R0BMAAAP,Airomir 100micrograms/dose inhaler,R03AC02,SABA,MDI,13935
2025,0302000K0BBAIAH,Pulmicort 400 Turbohaler,R03BA02,ICS,DPI,13874
2025,0302000K0AAAGAG,Budesonide 200micrograms/dose dry powder inhaler,R03BA02,ICS,DPI,13872
2021,0302000K0AAAKAK,Budesonide 100micrograms/dose dry powder inhaler,R03BA02,ICS,DPI,13850
2017,0301011R0AABZBZ,Salbutamol 100micrograms/dose dry powder inhaler,R03AC02,SABA,DPI,13774
2017,0302000K0AABBBB,Budesonide 200microg / Formoterol 6microg/dose inh CFC free,R03AK07,Combi_1,MDI,13674
2017,0302000C0AABZBZ,Beclometasone 200microg/Formoterol 6microg/dose inh CFC free,R03AK08,Combi_1,MDI,13657
2019,0301011E0AAACAC,Formoterol 12micrograms/dose dry powder inhaler,R03AC13,LABA,DPI,13617
2024,0301020S0AAAAAA,Glycopyrronium bromide 55microg inhalation pdr caps with dev,R03BB06,Anticholinergic,DPI,13617
2018,0301011X0AAAAAA,Indacaterol 150microgram inhalation pdr caps with device,R03AC18,LABA,DPI,13582
2018,0301011R0AABZBZ,Salbutamol 100micrograms/dose dry powder inhaler,R03AC02,SABA,DPI,13553
2025,0302000N0AAAZAZ,Fluticasone propionate 500microg/Salmeterol 50microg/dose,R03AK06,Combi_1,DPI,13489
2025,0302000C0BJACBG,Qvar 50 Autohaler,R03BA01,ICS,MDI,13445
2019,0301011E0BDAAAD,Atimos Modulite 12micrograms/dose inhaler,R03AC13,LABA,MDI,13423
2024,0302000N0BBBABC,Flixotide 250micrograms/dose Evohaler,R03BA05,ICS,MDI,13418
2017,0302000C0AACACA,Beclometasone 200microg/Formoterol 6microg/dose dry pdr inh,R03AK08,Combi_1,DPI,13390
2024,0301011U0BBAEAE,Serevent 50micrograms/dose Accuhaler,R03AC12,LABA,DPI,13367
2021,0302000K0BIADAL,Fobumix Easyhaler 80microg/dose / 4.5microg/dose dry pdr inh,R03AK07,Combi_1,DPI,13325
2020,0301011E0BDAAAD,Atimos Modulite 12micrograms/dose inhaler,R03AC13,LABA,MDI,13202
2020,0302000K0AAAHAH,Budesonide 400micrograms/dose dry powder inhaler,R03BA02,ICS,DPI,13195
2016,0302000K0BGABAG,Easyhaler Budesonide 200micrograms/dose dry powder inhaler,R03BA02,ICS,DPI,13054
2023,0302000N0AABLBL,Fluticasone 50microg / Formoterol 5microg/dose inh CFC free,R03AK11,Combi_1,MDI,12965
2018,0301011E0BDAAAD,Atimos Modulite 12micrograms/dose inhaler,R03AC13,LABA,MDI,12937
2024,0302000K0AAAKAK,Budesonide 100micrograms/dose dry powder inhaler,R03BA02,ICS,DPI,12688
2023,0301011U0BGAAAH,Soltel 25micrograms/dose inhaler CFC free,R03AC12,LABA,MDI,12666
2022,0301011E0AAADAD,Formoterol 12micrograms/dose inhaler CFC free,R03AC13,LABA,MDI,12650
2022,0301040Y0AAAAAA,Indacaterol 85microg/Glycopyrronium brom 54microg/dose,R03AL04,Combi_2,DPI,12610
2023,0302000K0AABBBB,Budesonide 200microg / Formoterol 6microg/dose inh CFC free,R03AK07,Combi_1,MDI,12588
2020,0301040V0AAAAAA,Aclidinium brom 396mcg/dose / Formoterol 11.8mcg/dose DP inh,R03AL05,Combi_2,DPI,12568
2021,0301011E0BCABAC,Oxis 12 Turbohaler,R03AC13,LABA,DPI,12514
2018,0302000N0AAATAT,Fluticasone propionate 250micrograms/dose dry powder inhaler,R03BA05,ICS,DPI,12460
2019,0302000C0AABHBH,Beclometasone 100mcg/dose breath actuated inhaler CFC free,R03BA01,ICS,MDI,12396
2023,0301020Q0BEABAB,Tiogiva 18microgram inhalation powder capsules,R03BB04,Anticholinergic,DPI,12203
2020,0302000C0AABHBH,Beclometasone 100mcg/dose breath actuated inhaler CFC free,R03BA01,ICS,MDI,12195
2021,0302000N0AAASAS,Fluticasone propionate 100micrograms/dose dry powder inhaler,R03BA05,ICS,DPI,12181
2024,0301020R0AAAAAA,Aclidinium bromide 375micrograms/dose dry powder inhaler,R03BB05,Anticholinergic,DPI,12151
2021,0301011E0BDAAAD,Atimos Modulite 12micrograms/dose inhaler,R03AC13,LABA,MDI,12139
2024,0302000N0AABLBL,Fluticasone 50microg / Formoterol 5microg/dose inh CFC free,R03AK11,Combi_1,MDI,11934
2025,0301040X0AAAAAA,Tiotropium brom 2.5microg/Olodaterol 2.5microg/dose soln&dev,R03AL06,Combi_2,SMI,11769
2024,0302000K0AABBBB,Budesonide 200microg / Formoterol 6microg/dose inh CFC free,R03AK07,Combi_1,MDI,11601
2022,0302000N0AAAZAZ,Fluticasone propionate 500microg/Salmeterol 50microg/dose,R03AK06,Combi_1,DPI,11583
2019,0302000K0BIAAAU,Fobumix Easyhaler 320microg/dose / 9microg/dose dry pdr inh,R03AK07,Combi_1,DPI,11552
2019,0302000C0BSABBF,Kelhale 100micrograms/dose inhaler,R03BA01,ICS,MDI,11510
2017,0301011E0BDAAAD,Atimos Modulite 12micrograms/dose inhaler,R03AC13,LABA,MDI,11508
2024,0301020T0AAAAAA,Umeclidinium bromide 65micrograms/dose dry powder inhaler,R03BB07,Anticholinergic,DPI,11441
2020,0301011E0AAACAC,Formoterol 12micrograms/dose dry powder inhaler,R03AC13,LABA,DPI,11399
2020,0302000K0BIADAL,Fobumix Easyhaler 80microg/dose / 4.5microg/dose dry pdr inh,R03AK07,Combi_1,DPI,11199
2025,0302000V0AAAAAA,Fluticasone furoate 184microg/Vilanterol 22microg/dose,R03AK10,Combi_1,DPI,11165
2025,0302000N0AAAXAX,Fluticasone propionate 100microg/Salmeterol 50microg/dose,R03AK06,Combi_1,DPI,11112
2024,0301011U0AAAEAE,Salmeterol 50micrograms/dose dry powder inhaler,R03AC12,LABA,DPI,10957
2023,0301020Q0BDAAAA,Acopair 18microgram inhalation pdr caps with NeumoHaler,R03BB04,Anticholinergic,DPI,10945
2022,0301011E0BCABAC,Oxis 12 Turbohaler,R03AC13,LABA,DPI,10893
2025,0302000K0AABBBB,Budesonide 200microg / Formoterol 6microg/dose inh CFC free,R03AK07,Combi_1,MDI,10811
2025,0302000N0BBBABC,Flixotide 250micrograms/dose Evohaler,R03BA05,ICS,MDI,10706
2020,0302000N0BBATAT,Flixotide 250micrograms/dose Accuhaler,R03BA05,ICS,DPI,10578
2022,0302000N0AAASAS,Fluticasone propionate 100micrograms/dose dry powder inhaler,R03BA05,ICS,DPI,10568
2016,0301040Y0AAAAAA,Indacaterol 85microg/Glycopyrronium brom 54microg/dose,R03AL04,Combi_2,DPI,10442
2021,0302000K0AAAHAH,Budesonide 400micrograms/dose dry powder inhaler,R03BA02,ICS,DPI,10430
2022,0301011E0BDAAAD,Atimos Modulite 12micrograms/dose inhaler,R03AC13,LABA,MDI,10413
2016,0301011E0AAABAB,Formoterol 6micrograms/dose dry powder inhaler,R03AC13,LABA,DPI,10331
2025,0301011U0BBAEAE,Serevent 50micrograms/dose Accuhaler,R03AC12,LABA,DPI,10311
2023,0302000N0BBATAT,Flixotide 250micrograms/dose Accuhaler,R03BA05,ICS,DPI,10296
2019,0302000N0BHAAAZ,Aerivio Spiromax 50microg / 500microg/dose dry pdr inh,R03AK06,Combi_1,DPI,10235
2024,0302000U0BBABAB,Alvesco 160 inhaler,R03BA08,ICS,MDI,10214
2024,0302000N0BBATAT,Flixotide 250micrograms/dose Accuhaler,R03BA05,ICS,DPI,10209
2016,0301011E0BDAAAD,Atimos Modulite 12micrograms/dose inhaler,R03AC13,LABA,MDI,10074
2023,0302000U0BBABAB,Alvesco 160 inhaler,R03BA08,ICS,MDI,9974
2023,0301040Y0AAAAAA,Indacaterol 85microg/Glycopyrronium brom 54microg/dose,R03AL04,Combi_2,DPI,9968
2016,0302000N0BBATAT,Flixotide 250micrograms/dose Accuhaler,R03BA05,ICS,DPI,9925
2022,0302000N0BBATAT,Flixotide 250micrograms/dose Accuhaler,R03BA05,ICS,DPI,9913
2021,0302000N0BBATAT,Flixotide 250micrograms/dose Accuhaler,R03BA05,ICS,DPI,9898
2025,0302000N0BPABBF,Avenor 25micrograms/dose / 125micrograms/dose inhaler,R03AK06,Combi_1,MDI,9893
2021,0301040V0AAAAAA,Aclidinium brom 396mcg/dose / Formoterol 11.8mcg/dose DP inh,R03AL05,Combi_2,DPI,9828
2023,0301011E0AAADAD,Formoterol 12micrograms/dose inhaler CFC free,R03AC13,LABA,MDI,9767
2016,0302000N0AAAUAU,Fluticasone propionate 500micrograms/dose dry powder inhaler,R03BA05,ICS,DPI,9744
2021,0302000C0AABHBH,Beclometasone 100mcg/dose breath actuated inhaler CFC free,R03BA01,ICS,MDI,9731
2019,0301011X0AAAAAA,Indacaterol 150microgram inhalation pdr caps with device,R03AC18,LABA,DPI,9729
2017,0302000N0BBATAT,Flixotide 250micrograms/dose Accuhaler,R03BA05,ICS,DPI,9712
2024,0301020Q0BDAAAA,Acopair 18microgram inhalation pdr caps with NeumoHaler,R03BB04,Anticholinergic,DPI,9685
2019,0302000N0AAATAT,Fluticasone propionate 250micrograms/dose dry powder inhaler,R03BA05,ICS,DPI,9622
2019,0302000N0BBATAT,Flixotide 250micrograms/dose Accuhaler,R03BA05,ICS,DPI,9611
2018,0302000N0BBATAT,Flixotide 250micrograms/dose Accuhaler,R03BA05,ICS,DPI,9599
2022,0302000K0BDAEBC,Symbicort 100microg/dose / 3microg/dose pressurised inh,R03AK07,Combi_1,MDI,9574
2022,0302000U0BBABAB,Alvesco 160 inhaler,R03BA08,ICS,MDI,9557
2023,0302000N0AAASAS,Fluticasone propionate 100micrograms/dose dry powder inhaler,R03BA05,ICS,DPI,9528
2023,0301011E0BCABAC,Oxis 12 Turbohaler,R03AC13,LABA,DPI,9516
2021,0301011E0AAACAC,Formoterol 12micrograms/dose dry powder inhaler,R03AC13,LABA,DPI,9394
2025,0302000N0AABLBL,Fluticasone 50microg / Formoterol 5microg/dose inh CFC free,R03AK11,Combi_1,MDI,9361
2025,0301020S0AAAAAA,Glycopyrronium bromide 55microg inhalation pdr caps with dev,R03BB06,Anticholinergic,DPI,9312
2023,0302000C0AABHBH,Beclometasone 100mcg/dose breath actuated inhaler CFC free,R03BA01,ICS,MDI,9294
2021,0302000U0BBABAB,Alvesco 160 inhaler,R03BA08,ICS,MDI,9244
2022,0302000C0AABHBH,Beclometasone 100mcg/dose breath actuated inhaler CFC free,R03BA01,ICS,MDI,9220
2025,0302000U0BBABAB,Alvesco 160 inhaler,R03BA08,ICS,MDI,9129
2023,0302000K0BGACAH,Easyhaler Budesonide 400micrograms/dose dry powder inhaler,R03BA02,ICS,DPI,9125
2017,0301011E0AAABAB,Formoterol 6micrograms/dose dry powder inhaler,R03AC13,LABA,DPI,9058
2020,0302000U0BBABAB,Alvesco 160 inhaler,R03BA08,ICS,MDI,9052
2024,0302000N0BPABBF,Avenor 25micrograms/dose / 125micrograms/dose inhaler,R03AK06,Combi_1,MDI,9043
2016,0301011X0BBAAAA,Onbrez Breezhaler 150microgram inhalation pdr caps with dev,R03AC18,LABA,DPI,9020
2024,0302000K0BGACAH,Easyhaler Budesonide 400micrograms/dose dry powder inhaler,R03BA02,ICS,DPI,9017
2017,0301011U0BGAAAH,Soltel 25micrograms/dose inhaler CFC free,R03AC12,LABA,MDI,8825
2017,0301011X0BBAAAA,Onbrez Breezhaler 150microgram inhalation pdr caps with dev,R03AC18,LABA,DPI,8798
2023,0301011E0BDAAAD,Atimos Modulite 12micrograms/dose inhaler,R03AC13,LABA,MDI,8709
2016,0301040X0AAAAAA,Tiotropium brom 2.5microg/Olodaterol 2.5microg/dose soln&dev,R03AL06,Combi_2,SMI,8680
2018,0301011X0BBAAAA,Onbrez Breezhaler 150microgram inhalation pdr caps with dev,R03AC18,LABA,DPI,8503
2025,0302000K0AAAKAK,Budesonide 100micrograms/dose dry powder inhaler,R03BA02,ICS,DPI,8498
2024,0302000C0BWABBZ,Bibecfo 200micrograms/dose / 6micrograms/dose inhaler,R03AK08,Combi_1,MDI,8400
2024,0301011E0BCABAC,Oxis 12 Turbohaler,R03AC13,LABA,DPI,8394
2022,0301020Q0BDAAAA,Acopair 18microgram inhalation pdr caps with NeumoHaler,R03BB04,Anticholinergic,DPI,8361
2025,0301020T0AAAAAA,Umeclidinium bromide 65micrograms/dose dry powder inhaler,R03BB07,Anticholinergic,DPI,8240
2023,0302000N0BMAAAZ,Stalpex 50microg/dose / 500microg/dose dry powder inh,R03AK06,Combi_1,DPI,8237
2022,0302000K0AAAHAH,Budesonide 400micrograms/dose dry powder inhaler,R03BA02,ICS,DPI,8225
2020,0302000N0AAATAT,Fluticasone propionate 250micrograms/dose dry powder inhaler,R03BA05,ICS,DPI,8138
2024,0302000C0AABHBH,Beclometasone 100mcg/dose breath actuated inhaler CFC free,R03BA01,ICS,MDI,8062
2025,0301040AAAAAAAA,Glycopyrronium 7.2microg/Formoterol 5microg/dose inh CFCfree,R03AL07,Combi_2,MDI,8032
2024,0301011E0AAADAD,Formoterol 12micrograms/dose inhaler CFC free,R03AC13,LABA,MDI,8009
2024,0302000N0AAASAS,Fluticasone propionate 100micrograms/dose dry powder inhaler,R03BA05,ICS,DPI,7998
2022,0302000N0BMAAAZ,Stalpex 50microg/dose / 500microg/dose dry powder inh,R03AK06,Combi_1,DPI,7970
2024,0301040Y0AAAAAA,Indacaterol 85microg/Glycopyrronium brom 54microg/dose,R03AL04,Combi_2,DPI,7960
2025,0301020R0AAAAAA,Aclidinium bromide 375micrograms/dose dry powder inhaler,R03BB05,Anticholinergic,DPI,7884
2023,0301040X0AAABAB,Tiotropium brom 2.5microg/Olodaterol 2.5microg/dose soln,R03AL06,Combi_2,SMI,7879
2020,0302000C0AABVBV,Beclometasone 200micrograms/dose inhaler CFC free,R03BA01,ICS,MDI,7812
2017,0302000U0AAAAAA,Ciclesonide 80micrograms/dose inhaler CFC free,R03BA08,ICS,MDI,7805
2025,0302000N0BBATAT,Flixotide 250micrograms/dose Accuhaler,R03BA05,ICS,DPI,7780
2022,0301011E0AAACAC,Formoterol 12micrograms/dose dry powder inhaler,R03AC13,LABA,DPI,7763
2025,0302000N0BPAABE,Avenor 25micrograms/dose / 50micrograms/dose inhaler,R03AK06,Combi_1,MDI,7757
2018,0302000U0AAAAAA,Ciclesonide 80micrograms/dose inhaler CFC free,R03BA08,ICS,MDI,7747
2020,0302000U0AAAAAA,Ciclesonide 80micrograms/dose inhaler CFC free,R03BA08,ICS,MDI,7729
2022,0301040X0AAABAB,Tiotropium brom 2.5microg/Olodaterol 2.5microg/dose soln,R03AL06,Combi_2,SMI,7696
2016,0302000U0AAAAAA,Ciclesonide 80micrograms/dose inhaler CFC free,R03BA08,ICS,MDI,7684
2024,0301040X0AAABAB,Tiotropium brom 2.5microg/Olodaterol 2.5microg/dose soln,R03AL06,Combi_2,SMI,7674
2025,0301020Q0BDAAAA,Acopair 18microgram inhalation pdr caps with NeumoHaler,R03BB04,Anticholinergic,DPI,7643
2022,0301040V0AAAAAA,Aclidinium brom 396mcg/dose / Formoterol 11.8mcg/dose DP inh,R03AL05,Combi_2,DPI,7608
2025,0301011U0AAAEAE,Salmeterol 50micrograms/dose dry powder inhaler,R03AC12,LABA,DPI,7598
2019,0301011X0BBAAAA,Onbrez Breezhaler 150microgram inhalation pdr caps with dev,R03AC18,LABA,DPI,7591
2024,0301011E0BDAAAD,Atimos Modulite 12micrograms/dose inhaler,R03AC13,LABA,MDI,7584
2024,0302000N0BBARAR,Flixotide 50micrograms/dose Accuhaler,R03BA05,ICS,DPI,7572
2017,0302000N0AAAUAU,Fluticasone propionate 500micrograms/dose dry powder inhaler,R03BA05,ICS,DPI,7567
2024,0302000C0BVAABF,Beclu 100micrograms/dose inhaler,R03BA01,ICS,MDI,7556
2016,0301011E0AAAAAA,Formoterol 12microgram inhalation pdr caps with device,R03AC13,LABA,DPI,7553
2018,0301011E0AAABAB,Formoterol 6micrograms/dose dry powder inhaler,R03AC13,LABA,DPI,7542
2020,0301011X0AAAAAA,Indacaterol 150microgram inhalation pdr caps with device,R03AC18,LABA,DPI,7499
2021,0302000U0AAAAAA,Ciclesonide 80micrograms/dose inhaler CFC free,R03BA08,ICS,MDI,7437
2022,0302000U0AAAAAA,Ciclesonide 80micrograms/dose inhaler CFC free,R03BA08,ICS,MDI,7405
2023,0302000U0AAAAAA,Ciclesonide 80micrograms/dose inhaler CFC free,R03BA08,ICS,MDI,7405
2019,0302000U0BBABAB,Alvesco 160 inhaler,R03BA08,ICS,MDI,7371
2016,0302000C0AABVBV,Beclometasone 200micrograms/dose inhaler CFC free,R03BA01,ICS,MDI,7324
2023,0302000C0AABUBU,Beclometasone 200micrograms/dose dry powder inhaler,R03BA01,ICS,DPI,7301
2024,0302000C0AABUBU,Beclometasone 200micrograms/dose dry powder inhaler,R03BA01,ICS,DPI,7256
2016,0301011E0BCAAAB,Oxis 6 Turbohaler,R03AC13,LABA,DPI,7254
